Half Inning,Inning,Outs,Balls,Strikes,Count,Batter_Team,Pitcher_Team,Date,Home Team,Away Team,,Batter,Pitcher,Batter_Side,Pitcher_Side,Pitch_Type,Outcome,Quality of Contact,Spray Chart,Runners,Pitch_Location_X,Pitch_Location_Y,REMEMBER TO INSERT THE X AND Y POINTS AFTER EVERY HALF INNING! DON'T MISCLICK PLOTS
Top 1,1,0,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",Toronto Maple Leafs,London Majors,,Toby Simmons,Ayami Sato,L,R,Fastball,Called Strike,,,000,0.640381,0.159058,
Top 1,1,0,0,1,'0-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Ayami Sato,L,R,Offspeed,Swinging Strike,,,000,0.421042,-0.10136,
Top 1,1,0,0,2,'0-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Ayami Sato,L,R,Fastball,Popout,,,000,-0.65571,0.308995,
Top 1,1,1,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Francisco Fajardo,Ayami Sato,L,R,Offspeed,Ball,,,000,1.238578,-0.2434,
Top 1,1,1,1,0,'1-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Francisco Fajardo,Ayami Sato,L,R,Offspeed,Ball,,,000,1.138878,1.161267,
Top 1,1,1,2,0,'2-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Francisco Fajardo,Ayami Sato,L,R,Offspeed,Single,Fly Ball,Opposite Field,000,0.77996,0.269538,
Top 1,1,1,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Kaiden Cardoso,Ayami Sato,L,R,Offspeed,Ball,,,100,1.118938,-0.07768,
Top 1,1,1,1,0,'1-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Kaiden Cardoso,Ayami Sato,L,R,Offspeed,Home Run,Fly Ball,Pull,010,-0.13728,0.56152,
Top 1,1,1,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Eduardo De Oleo,Ayami Sato,L,R,Fastball,Ball,,,000,-1.19409,-0.2434,
Top 1,1,1,1,0,'1-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Eduardo De Oleo,Ayami Sato,L,R,Offspeed,Swinging Strike,,,000,0.141883,-0.20395,
Top 1,1,1,1,1,'1-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Eduardo De Oleo,Ayami Sato,L,R,Offspeed,Foul,,,000,0.341282,-0.12503,
Top 1,1,1,1,2,'1-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Eduardo De Oleo,Ayami Sato,L,R,Offspeed,Ball,,,000,-1.49319,-0.21973,
Top 1,1,1,2,2,'2-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Eduardo De Oleo,Ayami Sato,L,R,Offspeed,Ball,,,000,-1.17415,-0.10136,
Top 1,1,1,3,2,'3-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Eduardo De Oleo,Ayami Sato,L,R,Offspeed,Foul,,,000,0.301402,0.458932,
Top 1,1,1,3,2,'3-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Eduardo De Oleo,Ayami Sato,L,R,Offspeed,Home Run,,,000,0.022244,0.190624,
Top 1,1,1,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Byron Reichstein,Ayami Sato,L,R,Fastball,Home Run,Fly Ball,Straightaway,000,0.560621,0.458932,
Top 1,1,1,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Ty Mosher,Ayami Sato,L,R,Offspeed,Ball,,,000,1.158818,0.340561,
Top 1,1,1,1,0,'1-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Ty Mosher,Ayami Sato,L,R,Fastball,Foul,,,000,-0.63577,0.230081,
Top 1,1,1,1,1,'1-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Ty Mosher,Ayami Sato,L,R,Offspeed,Ball,,,000,-0.55601,-0.18027,
Top 1,1,1,2,1,'2-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Ty Mosher,Ayami Sato,L,R,Offspeed,Ball,,,000,0.919539,-0.11714,
Top 1,1,1,3,1,'3-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Ty Mosher,Ayami Sato,L,R,Offspeed,Swinging Strike,,,000,0.540681,0.103819,
Top 1,1,1,3,2,'3-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Ty Mosher,Ayami Sato,L,R,Offspeed,Strikeout Swinging,,,000,-0.21704,0.451041,
Top 1,1,2,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Champ Garner,Ayami Sato,R,R,Fastball,Groundout,,,000,-0.65571,0.490498,
Bottom 1,1,0,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jose Arias,L,R,Fastball,Called Strike,,,000,0.7201403,0.545737479,
Bottom 1,1,0,0,1,'0-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jose Arias,L,R,Fastball,Called Strike,,,000,0.042183668,0.419474926,
Bottom 1,1,0,0,2,'0-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jose Arias,L,R,Offspeed,Ball,,,000,-0.35661435,-0.243403476,
Bottom 1,1,0,1,2,'1-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jose Arias,L,R,Offspeed,Ball,,,000,-0.57595326,-0.140815152,
Bottom 1,1,0,2,2,'2-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jose Arias,L,R,Fastball,Foul,,,000,0.680260498,0.261646735,
Bottom 1,1,0,2,2,'2-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jose Arias,L,R,Fastball,Ball,,,000,-0.556013359,1.177050243,
Bottom 1,1,0,3,2,'3-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jose Arias,L,R,Fastball,Foul,,,000,0.201702876,0.829828223,
Bottom 1,1,0,3,2,'3-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jose Arias,L,R,Offspeed,Foul,,,000,-0.217035044,0.387909288,
Bottom 1,1,0,3,2,'3-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jose Arias,L,R,Offspeed,Walk,,,000,-1.273849793,0.159058411,
Bottom 1,1,0,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jhon Javier,Jose Arias,R,R,Fastball,Called Strike,,,100,-0.655712864,0.190624049,
Bottom 1,1,0,0,1,'0-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jhon Javier,Jose Arias,R,R,Fastball,Ball,,,100,0.30140238,1.098136148,
Bottom 1,1,0,1,1,'1-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jhon Javier,Jose Arias,R,R,Offspeed,Ball,,,100,-1.433369,-0.148706562,
Bottom 1,1,0,2,1,'2-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jhon Javier,Jose Arias,R,R,Fastball,Foul,,,001,-0.595893161,0.230081097,
Bottom 1,1,0,2,2,'2-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jhon Javier,Jose Arias,R,R,Offspeed,Ball,,,001,0.700200399,1.145484605,
Bottom 1,1,0,3,2,'3-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jhon Javier,Jose Arias,R,R,Fastball,Sacrifice Fly,Fly Ball,Straightaway,001,0.022243767,0.971873595,
Bottom 1,1,1,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Rando Moreno,Jose Arias,L,R,Offspeed,Ball,,,000,-0.276854746,-0.085575285,
Bottom 1,1,1,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Rando Moreno,Jose Arias,L,R,Fastball,Ball,,,000,0.640380696,1.121810376,
Bottom 1,1,1,2,0,'2-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Rando Moreno,Jose Arias,L,R,Offspeed,Foul,,,000,0.062123569,0.072252906,
Bottom 1,1,1,2,1,'2-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Rando Moreno,Jose Arias,L,R,Fastball,Ball,,,000,0.999298913,1.121810376,
Bottom 1,1,1,3,1,'3-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Rando Moreno,Jose Arias,L,R,Fastball,Walk,,,000,0.540681191,1.074461919,
Bottom 1,1,1,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jose Arias,L,R,Fastball,Called Strike,,,100,0.520741291,0.892959499,
Bottom 1,1,1,0,1,'0-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jose Arias,L,R,Fastball,Ball,,,100,0.680260498,1.090244738,
Bottom 1,1,1,1,1,'1-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jose Arias,L,R,Fastball,Swinging Strike,,,100,0.859719606,0.632542984,
Bottom 1,1,1,1,2,'1-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jose Arias,L,R,Fastball,Ball,,,100,1.437976733,0.608868755,
Bottom 1,1,1,2,2,'2-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jose Arias,L,R,Offspeed,Called Strike,,,010,0.779960003,0.932416547,
Bottom 1,1,1,2,2,'2-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jose Arias,L,R,Fastball,Walk,,,010,1.059118615,1.129701786,
Bottom 1,1,1,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Justin Marra,Jose Arias,L,R,Fastball,Ball,,,110,1.258517625,0.537846069,
Bottom 1,1,1,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Justin Marra,Jose Arias,L,R,Offspeed,Ball,,,110,1.059118615,-0.543277039,
Bottom 1,1,1,2,0,'2-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Justin Marra,Jose Arias,L,R,Fastball,Ball,,,011,1.238577724,1.035004871,
Bottom 1,1,1,3,0,'3-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Justin Marra,Jose Arias,L,R,Fastball,Called Strike,,,011,0.580560993,0.52995466,
Bottom 1,1,1,3,1,'3-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Justin Marra,Jose Arias,L,R,Fastball,Walk,,,011,0.480861489,1.090244738,
Bottom 1,1,1,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Jose Arias,R,R,Fastball,Swinging Strike,,,111,-0.416434053,0.750914127,
Bottom 1,1,1,0,1,'0-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Jose Arias,R,R,Fastball,Called Strike,,,111,-0.157215341,0.498389022,
Bottom 1,1,1,0,2,'0-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Jose Arias,R,R,Fastball,Strikeout Looking,,,111,-0.57595326,0.403692107,
Bottom 1,1,2,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Jose Arias,R,R,Offspeed,Called Strike,,,111,-0.815232071,0.237972506,
Bottom 1,1,2,0,1,'0-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Jose Arias,R,R,Offspeed,Ball,,,111,1.138878219,0.69567426,
Bottom 1,1,2,1,1,'1-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Jose Arias,R,R,Fastball,Swinging Strike,,,111,0.640380696,0.687782851,
Bottom 1,1,2,1,2,'1-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Jose Arias,R,R,Fastball,Ball,,,111,-0.695592666,0.17484123,
Bottom 1,1,2,2,2,'2-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Jose Arias,R,R,Offspeed,Popout,Pop Up,Straightaway,111,0.660320597,0.427366336,
Top 2,2,0,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Brad Verhoeven,Ayami Sato,L,R,Fastball,Groundout,Ground Ball,Pull,000,0.700200399,0.490497612,
Top 2,2,1,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Adrian Harrison,Ayami Sato,R,R,Fastball,Called Strike,,,000,0.08206347,0.869285271,
Top 2,2,1,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Adrian Harrison,Ayami Sato,R,R,Offspeed,Single,Fly Ball,Pull,000,-0.57595326,0.372126469,
Top 2,2,1,1,0,'1-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Ayami Sato,L,R,Offspeed,Ball,,,100,1.418036832,0.553628889,
Top 2,2,1,1,1,'1-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Ayami Sato,L,R,Offspeed,Swinging Strike,,,100,1.198697922,0.340560831,
Top 2,2,1,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Ayami Sato,L,R,Offspeed,Home Run,,,100,0.201702876,0.514171841,
Top 2,2,1,0,1,'0-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Francisco Fajardo,Ayami Sato,L,R,Fastball,Swinging Strike,,,000,0.700200399,0.206406868,
Top 2,2,1,0,2,'0-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Francisco Fajardo,Ayami Sato,L,R,Fastball,Foul,,,000,1.138878219,0.853502452,
Top 2,2,1,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Francisco Fajardo,Ayami Sato,L,R,Offspeed,Flyout,Line Drive,Pull,000,0.859719606,0.293212373,
Top 2,2,2,0,1,'0-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Kaiden Cardoso,Ayami Sato,L,R,Offspeed,Called Strike,,,000,0.839779705,0.411583517,
Top 2,2,2,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Kaiden Cardoso,Ayami Sato,L,R,Offspeed,Hit By Pitch,,,000,-1.174150288,-0.109249514,
Top 2,2,2,1,0,'1-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Eduardo De Oleo,Ayami Sato,R,R,Offspeed,Ball,,,100,-1.154210387,0.403692107,
Top 2,2,2,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Eduardo De Oleo,Ayami Sato,R,R,Offspeed,Double,Fly Ball,Pull,100,0.760020102,0.916633728,
Top 2,2,2,1,0,'1-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Byron Reichstein,Ayami Sato,L,R,Offspeed,Ball,,,010,1.477856535,0.048578677,
Top 2,2,2,1,1,'1-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Byron Reichstein,Ayami Sato,R,R,Offspeed,Called Strike,,,010,0.620440795,0.222189687,
Top 2,2,2,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Byron Reichstein,Ayami Sato,R,R,Fastball,Groundout,Ground Ball,Pull,010,0.919539309,0.17484123,
Bottom 2,2,0,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Mike Cecchetto,Jose Arias,R,R,Offspeed,Ball,,,000,-1.832167018,-0.338100391,
Bottom 2,2,0,2,0,'2-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Mike Cecchetto,Jose Arias,R,R,Fastball,Ball,,,000,0.660320597,1.098136148,
Bottom 2,2,0,2,1,'2-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Mike Cecchetto,Jose Arias,R,R,Fastball,Foul,,,000,0.740080201,0.17484123,
Bottom 2,2,0,2,1,'2-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Mike Cecchetto,Jose Arias,R,R,Fastball,Ball,,,000,-0.396494152,1.200724472,
Bottom 2,2,0,3,0,'3-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Mike Cecchetto,Jose Arias,R,R,Fastball,Groundout,Ground Ball,Pull,000,0.700200399,0.490497612,
Bottom 2,2,1,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Spenser Ross,Jose Arias,R,R,Fastball,Ball,,,000,-0.456313855,-0.085575285,
Bottom 2,2,1,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Spenser Ross,Jose Arias,R,R,Fastball,Ball,,,000,-0.296794647,1.113918967,
Bottom 2,2,1,2,0,'2-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Spenser Ross,Jose Arias,R,R,Fastball,Called Strike,,,000,0.799899903,0.70356567,
Bottom 2,2,1,2,1,'2-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Spenser Ross,Jose Arias,R,R,Fastball,Ball,,,000,0.201702876,1.05078769,
Bottom 2,2,1,3,1,'3-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Spenser Ross,Jose Arias,R,R,Fastball,Called Strike,,,000,0.660320597,0.798262585,
Bottom 2,2,1,3,2,'3-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Spenser Ross,Jose Arias,R,R,Offspeed,Foul,,,000,-1.114330585,0.17484123,
Bottom 2,2,1,3,2,'3-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jose Arias,L,R,Offspeed,Walk,,,000,-1.114330585,-0.101358104,
Bottom 2,2,1,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jose Arias,L,R,Offspeed,Ball,,,100,-1.273849793,-0.211837838,
Bottom 2,2,1,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jose Arias,L,R,Offspeed,Ball,,,100,-0.536073458,-0.211837838,
Bottom 2,2,1,2,0,'2-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jose Arias,L,R,Fastball,Called Strike,,,100,0.141883173,0.332669421,
Bottom 2,2,1,2,1,'2-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jose Arias,L,R,Fastball,Ball,,,100,1.079058516,0.237972506,
Bottom 2,2,1,3,1,'3-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jose Arias,L,R,Fastball,Walk,,,100,0.660320597,0.932416547,
Bottom 2,2,1,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jhon Javier,Jose Arias,R,R,Fastball,Ball,,,110,0.779960003,1.145484605,
Bottom 2,2,1,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jhon Javier,Jose Arias,R,R,Fastball,Ball,,,110,-0.635772963,1.090244738,
Bottom 2,2,1,2,0,'2-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jhon Javier,Jose Arias,R,R,Fastball,Ball,,,110,0.062123569,1.082353329,
Bottom 2,2,1,3,0,'3-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jhon Javier,Jose Arias,R,R,Fastball,Called Strike,,,110,0.640380696,0.419474926,
Bottom 2,2,1,3,1,'3-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jhon Javier,Jose Arias,R,R,Offspeed,Flyout,Fly Ball,Straightaway,110,-0.436373954,0.474714793,
Bottom 2,2,2,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Rando Moreno,Jose Arias,L,R,Fastball,Flyout,Fly Ball,Opposite Field,110,0.640380696,0.324778012,
Top 3,3,0,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Ty Mosher,Marek Deska,L,R,Fastball,Called Strike,,,000,-0.675652765,0.482606203,
Top 3,3,0,0,1,'0-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Ty Mosher,Marek Deska,L,R,Fastball,Groundout,Ground Ball,Pull,000,0.819839804,0.514171841,
Top 3,3,1,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Champ Garner,Marek Deska,R,R,Fastball,Called Strike,,,000,-0.755412369,0.482606203,
Top 3,3,1,0,1,'0-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Champ Garner,Marek Deska,R,R,Fastball,Foul,,,000,0.779960003,0.435257745,
Top 3,3,1,0,2,'0-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Champ Garner,Marek Deska,R,R,Fastball,Foul,,,000,0.520741291,0.971873595,
Top 3,3,1,0,2,'0-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Champ Garner,Marek Deska,R,R,Fastball,Double,Line Drive,Opposite Field,000,-0.217035044,0.821936813,
Top 3,3,1,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Brad Verhoeven,Marek Deska,L,R,Offspeed,Ball,,,010,1.138878219,0.214298278,
Top 3,3,1,1,0,'1-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Brad Verhoeven,Marek Deska,L,R,Fastball,Ball,,,010,-1.134270486,0.806153994,
Top 3,3,1,2,0,'2-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Brad Verhoeven,Marek Deska,L,R,Fastball,Foul,,,010,0.50080139,0.664108622,
Top 3,3,1,2,1,'2-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Brad Verhoeven,Marek Deska,L,R,Offspeed,Ball,,,010,-1.453308901,-0.125032333,
Top 3,3,1,3,1,'3-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Brad Verhoeven,Marek Deska,L,R,Fastball,Foul,,,010,-0.735472468,0.600977346,
Top 3,3,1,3,2,'3-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Brad Verhoeven,Marek Deska,L,R,Fastball,Flyout,Fly Ball,Pull,010,0.640380696,0.69567426,
Top 3,3,2,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Adrian Harrison,Marek Deska,R,R,Fastball,Called Strike,,,001,-0.735472468,0.135384182,
Top 3,3,2,0,1,'0-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Adrian Harrison,Marek Deska,R,R,Offspeed,Swinging Strike,,,001,-1.154210387,-0.069792466,
Top 3,3,2,0,2,'0-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Adrian Harrison,Marek Deska,R,R,Fastball,Ball,,,001,-1.094390684,0.750914127,
Top 3,3,2,1,2,'1-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Adrian Harrison,Marek Deska,R,R,Fastball,Single,Ground Ball,Straightaway,001,0.002303867,0.735131308,
Top 3,3,2,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Marek Deska,R,R,Fastball,Called Strike,,,100,-0.675652765,0.719348489,
Top 3,3,2,0,1,'0-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Marek Deska,,,Offspeed,Ball,,,100,-1.353609396,-0.251294886,
Top 3,3,2,1,1,'1-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Marek Deska,,,,Truncated Out,,,,,,
Bottom 3,3,0,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jose Arias,L,R,Fastball,Ball,,,000,-0.536073458,-0.196055019,
Bottom 3,3,0,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jose Arias,L,R,Fastball,Foul,,,000,0.660320597,0.537846069,
Bottom 3,3,0,1,1,'1-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jose Arias,L,R,Offspeed,Ball,,,000,1.318337327,0.16694982,
Bottom 3,3,0,2,1,'2-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jose Arias,L,R,Fastball,Swinging Strike,,,000,0.361222083,0.932416547,
Bottom 3,3,0,2,2,'2-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jose Arias,L,R,Offspeed,Foul,,,000,-0.217035044,0.214298278,
Bottom 3,3,0,2,2,'2-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jose Arias,L,R,Offspeed,Foul,,,000,0.779960003,0.151167001,
Bottom 3,3,0,2,2,'2-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jose Arias,L,R,Fastball,Foul,,,000,0.221642777,0.159058411,
Bottom 3,3,0,2,2,'2-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jose Arias,L,R,Offspeed,Ball,,,000,0.799899903,1.098136148,
Bottom 3,3,0,3,2,'3-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jose Arias,L,R,Fastball,Foul,,,000,0.640380696,0.198515459,
Bottom 3,3,0,3,2,'3-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jose Arias,L,R,Offspeed,Walk,,,000,-0.934871477,-0.219729248,
Bottom 3,3,0,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Justin Marra,Jose Arias,L,R,Fastball,Ball,,,100,1.398096931,0.608868755,
Bottom 3,3,0,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Justin Marra,Jose Arias,L,R,Fastball,Called Strike,,,100,0.779960003,0.111709954,
Bottom 3,3,0,1,1,'1-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Justin Marra,Jose Arias,L,R,Offspeed,Called Strike,,,100,-0.536073458,0.17484123,
Bottom 3,3,0,1,2,'1-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Justin Marra,Jose Arias,L,R,Offspeed,Popout,Pop Up,Opposite Field,100,0.879659507,0.080144315,
Bottom 3,3,1,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Jose Arias,L,R,Fastball,Ball,,,100,-1.134270486,0.190624049,
Bottom 3,3,1,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Jose Arias,L,R,Fastball,Swinging Strike,,,100,0.520741291,0.435257745,
Bottom 3,3,1,1,1,'1-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Jose Arias,L,R,Fastball,Foul,,,100,0.261522579,0.600977346,
Bottom 3,3,1,1,2,'1-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Jose Arias,L,R,Fastball,Popout,Pop Up,Straightaway,100,0.620440795,0.451040564,
Bottom 3,3,2,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Jose Arias,R,R,Fastball,Foul,,,100,0.042183668,0.719348489,
